src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,label
10.65.129.161,10.30.128.45,49889,22,17,3740,FIN,0
10.65.158.121,10.226.122.147,53749,80,6,4952,PSH,1
10.163.200.67,10.173.255.183,49473,3389,6,1198,UDP,0
10.173.123.116,10.159.161.230,1100,80,17,140,UDP,1
10.243.202.105,10.160.210.5,49508,110,17,1436,FIN,0
10.76.238.233,10.205.79.36,32427,123,6,2892,PSH,0
10.11.168.54,10.81.204.116,36472,22,6,1587,RST,0
10.202.47.138,10.159.17.45,59703,80,6,4245,RST,0
10.221.246.72,10.146.144.59,8534,23,6,4430,RST,0
10.224.68.147,10.209.249.88,43231,25,17,3954,RST,0
10.17.34.176,10.197.207.211,25003,80,6,917,UDP,1
10.69.115.112,10.164.13.48,14618,143,6,4772,ACK,0
10.31.226.123,10.211.245.87,26139,110,6,2421,ACK,0
10.219.248.72,10.177.44.57,53883,23,17,2735,PSH,0
10.179.62.124,10.65.212.22,52855,3389,6,2960,RST,0
10.112.44.122,10.8.71.152,29634,445,17,1669,ACK,1
10.74.225.202,10.244.88.167,13415,443,17,931,ACK,0
10.223.38.95,10.62.129.27,62721,53,6,874,ACK,1
10.153.138.120,10.49.93.121,63539,445,6,939,ACK,1
10.20.169.116,10.70.218.156,33256,445,17,2033,UDP,1
10.168.232.227,10.142.124.152,33051,123,6,3105,UDP,0
10.113.66.76,10.244.23.80,39710,3389,6,3041,SYN,1
10.21.111.89,10.103.142.213,3039,3389,6,4562,ACK,0
10.193.211.176,10.91.122.74,54073,110,17,4198,URG,0
10.122.57.38,10.230.93.68,40609,123,17,3784,URG,0
10.209.167.243,10.122.108.231,48713,3389,6,488,SYN,0
10.220.57.65,10.8.94.187,35863,53,6,629,URG,0
10.115.95.120,10.142.4.37,55607,110,6,4301,FIN,0
10.113.55.135,10.22.206.110,21444,445,6,2647,SYN,0
10.140.229.131,10.43.16.220,60866,53,17,4129,PSH,1
10.126.80.255,10.199.150.51,40693,443,17,3310,RST,1
10.211.65.145,10.102.145.252,7959,445,6,2285,FIN,1
10.61.113.214,10.41.213.141,11792,445,6,1700,RST,1
10.75.71.187,10.141.199.105,33059,20,17,552,FIN,0
10.161.59.50,10.217.186.237,13508,53,6,2419,PSH,1
10.63.87.247,10.54.187.38,51604,445,6,155,URG,0
10.1.216.141,10.217.26.138,43051,8080,6,1790,ACK,0
10.23.227.36,10.249.24.217,25569,25,6,1245,FIN,1
10.113.56.203,10.128.9.91,22646,123,6,4881,SYN,0
10.234.191.73,10.161.152.38,41986,110,6,171,RST,0
10.167.78.40,10.56.187.253,24738,22,6,96,URG,0
10.58.113.64,10.16.177.24,47340,110,6,3595,ACK,1
10.158.221.194,10.186.225.89,23115,22,6,4120,PSH,1
10.12.192.6,10.18.163.194,54194,143,6,962,URG,1
10.74.159.50,10.233.59.176,1747,80,6,3820,ACK,1
10.218.117.254,10.184.65.195,11137,8080,6,4052,ACK,0
10.62.251.18,10.243.223.207,58972,110,17,575,SYN,0
10.195.57.220,10.44.245.184,13979,123,6,236,PSH,0
10.60.81.45,10.28.197.205,32061,21,6,2739,UDP,0
10.47.246.53,10.103.64.236,19738,123,17,4101,UDP,0
10.24.6.174,10.230.74.116,41845,143,6,3531,RST,0
10.64.79.82,10.24.210.117,1924,20,17,1541,FIN,0
10.87.57.169,10.217.188.148,54959,80,17,109,ACK,0
10.26.12.117,10.207.164.152,57490,23,17,3619,SYN,0
10.115.232.255,10.133.139.98,6505,110,17,2377,UDP,0
10.60.75.49,10.231.159.186,64760,443,6,4312,URG,0
10.237.155.239,10.226.44.94,60998,80,6,3018,FIN,0
10.137.84.46,10.178.54.61,55540,53,6,1846,FIN,0
10.171.227.46,10.1.146.42,14412,21,6,4863,FIN,0
10.220.199.35,10.180.28.100,13173,25,6,2451,PSH,0
10.137.84.124,10.108.82.78,39822,22,17,2678,RST,1
10.255.210.2,10.43.60.19,36286,8080,6,3766,PSH,0
10.10.68.189,10.149.147.139,12613,25,17,622,ACK,0
10.251.243.215,10.31.54.245,27481,443,6,543,RST,1
10.62.185.101,10.230.176.104,21264,3389,6,331,SYN,1
10.254.186.100,10.53.150.106,56349,110,6,2377,SYN,0
10.182.153.8,10.63.0.140,31842,8080,6,2490,ACK,0
10.94.122.50,10.58.243.2,51873,443,6,402,RST,1
10.45.48.242,10.28.166.255,7666,25,17,4509,PSH,0
10.36.159.1,10.125.244.237,41096,23,6,3789,FIN,0
10.66.148.48,10.129.159.250,42597,23,17,1550,RST,0
10.4.67.200,10.214.212.35,46273,123,17,313,RST,1
10.161.226.116,10.178.163.252,37026,21,17,1005,PSH,1
10.114.206.93,10.74.53.69,12191,25,6,2382,URG,0
10.41.73.40,10.208.109.58,64640,123,17,3223,PSH,0
10.66.235.13,10.59.240.109,26388,123,6,4621,URG,0
10.62.111.221,10.182.58.238,16371,143,6,3685,SYN,0
10.12.145.94,10.106.72.179,46663,21,17,4885,UDP,0
10.208.147.210,10.92.182.64,29488,3389,17,2388,SYN,0
10.148.237.156,10.215.59.35,52002,53,6,3009,FIN,1
10.210.55.35,10.28.241.54,30522,80,6,626,PSH,0
10.253.100.23,10.53.235.178,38887,20,17,672,RST,0
10.86.73.182,10.55.46.213,49393,53,17,471,UDP,0
10.165.91.62,10.18.28.0,34225,8080,6,1791,RST,0
10.170.131.143,10.55.57.157,26610,8080,6,1889,RST,0
10.173.206.216,10.251.36.100,27964,143,17,1745,URG,1
10.10.181.188,10.5.69.196,63847,20,17,3827,SYN,0
10.85.84.195,10.210.73.211,19274,25,6,732,UDP,0
10.35.215.107,10.146.94.29,16039,53,17,4045,RST,1
10.141.193.50,10.35.80.127,8492,80,17,2606,UDP,0
10.77.93.152,10.69.19.52,53984,443,17,4820,FIN,0
10.61.210.224,10.17.30.57,8825,445,17,4251,ACK,1
10.249.240.62,10.73.159.228,53778,20,17,150,RST,0
10.5.201.158,10.83.218.199,65286,8080,6,4327,UDP,1
10.203.249.71,10.37.140.75,46990,20,6,4367,UDP,1
10.179.96.15,10.205.201.189,60060,445,17,1366,RST,1
10.106.67.130,10.121.84.32,1468,25,6,3478,RST,0
10.226.7.96,10.2.88.20,31402,110,6,3783,SYN,0
10.202.208.83,10.157.49.156,18763,53,17,2814,ACK,0
10.115.44.98,10.4.130.56,21004,21,6,3497,FIN,0
10.77.222.248,10.75.142.62,15318,8080,6,1248,URG,1
10.240.206.204,10.3.68.227,7804,23,17,862,ACK,0
10.128.74.70,10.217.56.113,39458,123,17,3673,ACK,0
10.153.0.16,10.194.7.61,8752,3389,17,1429,UDP,1
10.134.41.224,10.136.173.154,63190,22,6,2618,ACK,1
10.115.139.170,10.77.212.30,17891,3389,6,4849,UDP,0
10.113.51.176,10.16.51.126,42083,23,6,4870,PSH,0
10.135.178.251,10.19.85.34,9500,21,6,2563,SYN,0
10.149.204.42,10.154.118.170,47495,25,6,2706,URG,1
10.19.240.98,10.225.97.141,16452,21,6,1727,PSH,0
10.200.31.0,10.43.13.167,9358,23,17,1271,RST,0
10.250.170.202,10.112.40.113,6063,123,17,4452,SYN,0
10.159.137.116,10.137.151.24,8448,8080,17,3778,FIN,0
10.228.248.87,10.112.20.126,44491,443,6,2818,ACK,1
10.245.74.43,10.165.160.254,29765,123,17,525,SYN,0
10.245.54.128,10.22.123.180,55050,443,17,1496,FIN,1
10.216.153.113,10.14.169.179,44251,21,17,2780,PSH,1
10.195.121.30,10.211.218.159,37877,3389,6,3197,ACK,0
10.158.244.121,10.248.173.216,42274,443,17,2504,RST,0
10.145.182.153,10.213.165.17,46677,25,17,1601,FIN,0
10.98.171.176,10.79.137.220,23688,21,6,749,PSH,0
10.169.249.3,10.69.49.33,25586,443,6,1837,UDP,0
10.184.58.163,10.200.160.108,37629,110,17,1604,FIN,1
10.168.186.73,10.154.208.192,56775,25,6,3238,PSH,0
10.34.88.182,10.77.173.128,38845,80,17,2066,URG,1
10.2.87.168,10.80.117.84,33124,20,17,373,ACK,0
10.199.194.116,10.240.127.156,37042,22,6,3859,RST,0
10.116.211.237,10.170.104.23,13742,21,6,4059,UDP,1
10.175.100.183,10.213.141.47,32283,20,6,2762,SYN,1
10.31.38.128,10.49.60.248,64000,25,17,4302,UDP,0
10.242.149.151,10.90.244.120,3808,80,6,1974,UDP,1
10.68.41.97,10.228.193.173,2427,22,17,4396,URG,0
10.59.230.222,10.162.116.144,36634,443,6,4554,ACK,0
10.209.69.176,10.6.130.41,17087,53,6,2824,UDP,1
10.115.5.64,10.130.118.129,24316,21,17,2078,UDP,1
10.45.33.183,10.64.34.141,5502,8080,6,4303,RST,0
10.41.96.47,10.189.32.61,29311,23,6,2092,RST,0
10.124.101.207,10.163.241.52,61635,53,6,1786,RST,1
10.230.18.92,10.191.62.129,3215,53,6,3293,PSH,0
10.96.155.210,10.25.23.47,64573,143,17,3049,UDP,0
10.0.111.132,10.6.98.255,34053,25,6,502,PSH,0
10.115.103.128,10.119.231.156,18847,443,6,1589,RST,1
10.222.147.74,10.22.97.49,60880,20,17,4950,UDP,0
10.8.206.31,10.246.137.30,55098,53,17,527,FIN,1
10.57.102.12,10.139.138.174,28012,21,6,2113,URG,0
10.90.73.37,10.186.180.78,34983,3389,6,2117,FIN,0
10.178.61.215,10.211.19.107,47511,143,17,4930,SYN,0
10.52.145.67,10.133.9.30,19274,21,6,695,UDP,0
10.129.97.108,10.239.56.176,49882,22,17,4347,PSH,0
10.136.191.168,10.216.142.8,42477,445,6,1182,RST,0
10.48.30.32,10.196.66.47,57168,25,17,812,ACK,0
10.212.170.185,10.224.246.110,34967,20,17,2534,RST,0
10.254.178.165,10.244.225.80,27197,143,6,3994,PSH,1
10.252.134.108,10.239.34.122,56810,25,17,850,URG,0
10.75.225.142,10.49.82.87,34718,443,17,2310,UDP,0
10.94.175.111,10.89.96.192,9410,123,6,3835,PSH,0
10.170.190.45,10.147.103.155,25494,123,17,3628,SYN,0
10.156.189.240,10.23.58.20,17678,110,6,925,PSH,0
10.22.33.154,10.147.84.236,43690,443,17,4215,FIN,0
10.108.49.201,10.178.204.210,15792,445,17,300,URG,0
10.121.98.133,10.36.181.255,63387,22,6,1210,UDP,0
10.165.44.251,10.138.124.218,40612,53,6,3729,URG,0
10.128.122.217,10.136.160.43,65279,22,17,1547,RST,0
10.112.170.206,10.244.249.52,44986,21,17,4425,PSH,0
10.75.52.105,10.100.172.142,26240,8080,17,4657,UDP,0
10.154.128.54,10.170.145.18,7591,143,6,2485,ACK,0
10.164.94.250,10.112.152.126,8239,3389,17,894,SYN,0
10.148.192.43,10.1.158.161,29064,445,6,1441,SYN,0
10.8.234.40,10.151.16.170,55861,23,17,2253,ACK,0
10.220.189.223,10.59.202.75,56063,53,17,2075,UDP,1
10.122.64.146,10.76.176.216,16391,22,6,1923,SYN,0
10.8.207.250,10.181.9.105,12850,443,6,1207,URG,0
10.145.39.99,10.46.6.176,54519,123,17,4288,FIN,0
10.197.247.33,10.184.198.35,20884,21,17,3586,FIN,0
10.223.114.135,10.204.90.94,60337,123,17,2108,RST,0
10.146.51.177,10.86.0.29,45877,53,17,2551,SYN,0
10.243.190.151,10.26.242.72,15882,443,6,2934,UDP,0
10.80.175.61,10.164.248.243,10521,445,6,3838,PSH,0
10.219.220.95,10.42.0.162,32447,123,17,3357,RST,1
10.28.107.163,10.68.99.171,60542,8080,6,2413,UDP,1
10.149.200.166,10.229.118.239,37483,53,6,3014,ACK,1
10.109.24.250,10.26.224.108,16790,3389,6,55,ACK,0
10.114.128.42,10.162.147.239,10638,3389,17,2642,URG,0
10.62.217.66,10.107.116.124,49060,53,6,4723,RST,1
10.144.19.118,10.123.210.247,57394,20,17,500,RST,0
10.120.249.179,10.77.220.6,41607,22,6,4894,URG,0
10.56.180.20,10.196.244.70,59352,20,17,2119,URG,0
10.52.152.166,10.16.240.14,52485,110,6,2573,FIN,0
10.104.87.99,10.198.158.87,55342,143,6,4243,RST,1
10.186.72.123,10.130.134.224,8173,25,17,4443,SYN,0
10.207.47.208,10.60.64.247,43514,25,6,1475,RST,1
10.197.166.22,10.16.220.167,17034,20,17,3601,FIN,0
10.34.172.63,10.72.9.68,25266,143,17,3536,UDP,1
10.195.186.81,10.191.184.165,48885,25,6,42,SYN,0
10.147.203.146,10.98.40.226,59047,80,6,3252,PSH,0
10.78.193.115,10.58.116.19,61601,53,6,2509,UDP,0
10.29.70.123,10.62.195.176,17737,123,6,2505,UDP,0
10.99.156.82,10.105.181.4,53104,80,17,1459,RST,1
10.213.195.197,10.23.119.70,18781,21,6,1264,PSH,0
10.81.245.254,10.30.158.116,5899,20,17,1928,URG,0
10.204.20.184,10.67.53.239,52801,443,17,4496,SYN,0
10.67.254.45,10.107.242.231,37059,22,6,3340,UDP,1
10.154.72.217,10.27.181.174,10581,25,6,666,FIN,0
10.203.62.175,10.245.255.167,59004,123,6,4009,FIN,0
10.208.255.57,10.153.242.209,5548,53,17,2549,PSH,0
10.160.60.216,10.184.34.161,23300,23,6,3183,ACK,0
10.216.19.154,10.98.70.195,62757,8080,17,4658,UDP,0
10.87.168.234,10.212.141.248,41330,443,17,3979,SYN,0
10.147.154.169,10.188.217.167,28240,445,17,2168,URG,0
10.185.57.23,10.211.210.247,10443,3389,17,2324,FIN,0
10.64.112.242,10.215.67.216,23314,110,17,3640,FIN,0
10.63.242.218,10.186.193.7,3288,21,6,2159,FIN,1
10.77.168.172,10.124.223.179,14442,445,6,4104,SYN,1
10.101.56.211,10.233.95.88,60551,443,6,2835,FIN,0
10.225.209.33,10.18.237.108,5873,445,17,1346,RST,1
10.41.104.178,10.146.153.99,25998,143,17,2309,UDP,1
10.99.236.95,10.204.189.167,1430,123,17,1343,SYN,0
10.113.160.57,10.11.245.197,21630,23,17,2354,URG,0
10.106.226.21,10.68.95.150,34004,3389,6,3258,ACK,0
10.231.125.203,10.213.67.222,50000,25,17,1172,SYN,0
10.244.237.144,10.231.82.125,41153,22,6,3430,PSH,0
10.35.123.99,10.27.214.235,46459,143,17,1301,RST,0
10.134.6.154,10.247.44.204,30993,110,6,4917,SYN,0
10.56.55.23,10.116.82.148,56836,110,6,3774,RST,1
10.183.44.101,10.12.135.253,31689,123,6,4703,URG,0
10.223.109.72,10.114.69.124,24068,8080,6,1345,FIN,0
10.150.79.246,10.225.36.149,48327,123,17,3163,ACK,1
10.62.73.219,10.145.219.146,9265,8080,6,2240,RST,0
10.190.138.26,10.62.191.54,11693,20,6,990,FIN,0
10.6.242.190,10.19.121.207,54549,25,6,4488,SYN,0
10.91.18.113,10.212.175.106,42746,25,17,2516,FIN,0
10.209.61.195,10.2.120.131,62098,21,17,2639,UDP,0
10.231.189.115,10.211.235.219,51687,110,6,4558,UDP,1
10.123.251.80,10.149.157.140,26044,445,6,684,UDP,0
10.158.210.172,10.81.200.130,34744,8080,6,3158,PSH,1
10.223.82.180,10.35.211.163,12009,3389,17,295,PSH,0
10.18.108.131,10.216.38.75,29225,3389,6,4901,UDP,0
10.81.254.120,10.66.151.31,48173,53,6,1110,RST,0
10.219.194.14,10.223.13.182,2673,143,17,4092,URG,0
10.188.74.35,10.94.18.54,45715,8080,17,2594,URG,0
10.117.127.90,10.209.101.66,50772,445,17,757,PSH,0
10.191.118.166,10.82.242.121,30386,21,6,4785,RST,1
10.97.91.223,10.149.85.121,13253,22,17,4530,FIN,0
10.202.106.51,10.52.217.35,41001,110,6,1998,UDP,0
10.200.205.81,10.174.68.184,42704,8080,17,241,FIN,0
10.207.44.13,10.72.0.243,6756,110,6,4752,FIN,0
10.35.111.107,10.155.193.160,26785,445,17,3485,UDP,0
10.152.3.126,10.62.18.236,55350,20,6,173,ACK,1
10.13.243.36,10.229.189.115,53771,21,17,444,UDP,1
10.196.173.194,10.236.163.33,17099,23,6,537,RST,0
10.81.170.37,10.33.108.46,42664,123,17,570,URG,0
10.78.40.213,10.107.83.22,58139,443,17,234,RST,0
10.121.168.55,10.247.79.195,11610,445,6,456,URG,0
10.143.230.35,10.55.221.49,54811,8080,6,121,SYN,1
10.183.48.54,10.138.45.55,1727,143,17,3739,RST,0
10.193.57.119,10.210.70.135,39574,123,6,2407,UDP,0
10.245.224.211,10.39.114.154,9310,21,6,3918,ACK,0
10.47.44.244,10.191.98.127,10147,80,6,4872,FIN,1
10.153.72.245,10.57.81.130,39666,53,6,436,UDP,1
10.33.172.50,10.54.154.99,42658,53,6,1007,UDP,1
10.124.222.108,10.158.161.10,62675,443,6,961,FIN,0
10.82.73.220,10.140.189.150,49771,143,6,4921,SYN,0
10.125.85.32,10.184.124.135,38814,20,6,913,URG,0
10.230.188.34,10.234.64.40,31882,110,6,1625,FIN,0
10.151.21.94,10.55.101.25,30270,443,6,1911,URG,0
10.26.228.150,10.86.149.215,33261,25,6,3798,SYN,0
10.105.24.166,10.227.74.116,33173,443,17,1347,PSH,1
10.120.67.78,10.78.98.17,55710,25,6,2708,RST,0
10.64.66.142,10.67.29.189,29934,143,6,2923,PSH,0
10.246.88.252,10.136.116.26,13829,110,6,1946,SYN,0
10.70.235.206,10.129.254.71,42052,443,6,3048,URG,1
10.190.226.42,10.149.116.118,54798,25,6,1942,RST,0
10.51.31.67,10.207.236.34,53318,445,6,4878,RST,0
10.219.0.73,10.255.23.64,56481,443,17,3008,FIN,1
10.232.16.158,10.222.76.232,12794,445,6,3399,PSH,0
10.36.65.166,10.98.72.199,4291,123,17,56,SYN,0
10.190.149.210,10.99.198.188,9273,20,6,2215,UDP,0
10.93.143.173,10.79.60.175,45485,445,6,3240,URG,1
10.154.16.49,10.15.168.90,28947,123,6,249,URG,1
10.140.51.85,10.248.250.14,56954,80,6,2468,FIN,0
10.59.181.71,10.247.169.59,45393,25,6,2589,FIN,0
10.163.219.27,10.240.234.90,34153,123,6,3941,URG,0
10.18.19.88,10.97.40.197,9878,20,17,4625,URG,0
10.205.9.218,10.139.37.249,59185,123,6,1816,SYN,1
10.60.129.208,10.252.189.230,13809,22,6,951,URG,0
10.183.209.5,10.2.84.245,21366,53,17,4284,ACK,1
10.77.181.245,10.25.110.76,29616,443,17,4185,PSH,1
10.44.46.67,10.193.172.137,4895,21,6,4424,ACK,1
10.209.180.67,10.4.133.94,7866,25,6,4429,PSH,1
10.208.103.3,10.132.158.92,60175,80,6,2921,FIN,0
10.227.104.14,10.48.94.78,47024,445,17,1680,ACK,0
10.101.231.189,10.58.93.200,22270,22,6,4936,FIN,1
10.245.52.185,10.9.17.210,32634,143,17,1971,PSH,1
10.199.224.208,10.70.196.56,38550,443,17,531,URG,0
10.184.138.148,10.127.246.225,58425,3389,6,2486,SYN,1
10.148.227.160,10.70.31.47,32487,445,6,2694,ACK,0
10.239.79.216,10.202.166.46,18410,443,17,4669,PSH,0
10.228.23.157,10.164.146.231,55438,23,17,4035,SYN,0
10.97.57.66,10.156.241.117,36782,25,6,1492,PSH,0
10.24.50.1,10.30.3.205,58699,123,17,2561,UDP,0
10.5.167.64,10.32.243.141,60412,25,6,155,SYN,0
10.140.118.98,10.88.6.198,18134,20,6,2504,URG,1
10.234.98.82,10.81.163.156,24034,22,6,3509,ACK,1
10.35.122.238,10.200.25.35,10251,3389,6,3755,URG,0
10.85.42.151,10.130.167.141,32610,22,17,1059,URG,1
10.175.206.172,10.24.30.51,64458,21,17,2692,RST,0
10.103.24.169,10.72.21.94,58203,445,6,610,FIN,0
10.246.2.8,10.229.252.35,52187,445,6,4186,ACK,0
10.220.232.220,10.77.12.58,53825,110,6,3446,PSH,0
10.76.201.121,10.170.140.167,42844,143,17,700,SYN,0
10.39.187.153,10.191.42.107,44779,20,17,2525,FIN,0
10.230.219.231,10.9.10.174,37238,3389,6,4208,URG,1
10.19.171.22,10.115.126.106,14646,25,6,705,URG,1
10.106.241.50,10.24.118.167,43481,23,17,3840,URG,1
10.184.190.1,10.68.120.184,3733,143,6,1024,PSH,0
10.171.10.37,10.5.33.193,7326,3389,6,2307,FIN,1
10.110.41.232,10.178.211.211,59993,443,6,826,ACK,0
10.8.222.11,10.103.194.134,21041,80,6,2437,SYN,0
10.53.179.76,10.86.231.190,5311,22,6,2284,ACK,0
10.158.193.37,10.126.72.73,2307,123,17,4304,RST,1
10.137.146.173,10.91.236.118,22603,21,17,619,ACK,0
10.238.102.248,10.220.8.122,61463,25,6,157,SYN,0
10.159.217.185,10.51.203.91,48527,20,6,3923,URG,1
10.201.204.244,10.219.114.100,36135,25,17,2629,RST,0
10.119.24.250,10.202.57.102,48582,143,6,899,URG,0
10.30.66.160,10.186.207.4,37759,443,17,282,RST,0
10.20.14.224,10.67.111.205,34157,21,17,2755,ACK,0
10.65.135.243,10.122.194.157,10210,25,6,4926,ACK,0
10.58.71.198,10.84.51.224,27138,445,6,653,FIN,0
10.78.168.34,10.112.244.46,58863,53,6,2843,FIN,0
10.130.242.79,10.92.147.229,23479,8080,6,1608,ACK,0
10.252.132.242,10.35.127.212,30387,445,17,2647,ACK,1
10.177.207.253,10.108.207.155,12452,143,17,1071,UDP,1
10.248.157.54,10.12.183.61,11041,3389,6,2812,ACK,0
10.203.15.149,10.108.111.17,7757,143,17,2253,FIN,1
10.195.161.242,10.3.95.64,53781,3389,17,657,RST,0
10.95.109.250,10.214.59.143,34236,443,6,1964,UDP,1
10.57.220.70,10.143.182.41,22010,53,6,1634,URG,0
10.30.194.60,10.169.161.8,25967,110,6,1691,ACK,0
10.151.89.123,10.137.105.181,38009,123,17,1194,UDP,0
10.38.130.227,10.161.106.106,34771,80,17,3832,PSH,0
10.30.139.94,10.143.248.66,60867,445,6,3386,FIN,0
10.14.80.149,10.11.114.59,58385,3389,17,3723,FIN,1
10.4.117.187,10.176.133.214,45768,25,6,3031,URG,1
10.84.102.128,10.197.32.74,32010,53,6,2841,ACK,1
10.145.234.40,10.180.239.11,39135,123,6,4219,SYN,0
10.57.77.32,10.149.232.244,58943,21,6,4840,SYN,0
10.200.252.100,10.210.44.194,7236,123,6,376,ACK,1
10.151.167.245,10.57.203.18,55808,20,17,4085,PSH,0
10.4.110.252,10.65.216.164,54487,123,17,3408,PSH,1
10.226.176.225,10.252.111.55,43420,110,17,1884,SYN,1
10.82.231.164,10.147.173.43,21264,80,17,1384,RST,0
10.171.88.210,10.196.159.234,12677,443,17,2598,PSH,0
10.43.150.190,10.107.159.189,28914,22,17,858,RST,0
10.205.169.94,10.188.217.207,2885,143,6,2934,SYN,0
10.133.13.220,10.12.207.181,52939,22,17,3356,UDP,0
10.129.124.84,10.239.138.85,34136,443,17,3703,ACK,1
10.141.140.54,10.194.235.111,56410,22,17,4928,FIN,0
10.35.32.128,10.125.187.235,49597,110,6,742,URG,0
10.180.75.170,10.127.177.209,11496,22,17,1962,ACK,0
10.211.18.174,10.191.78.197,28838,443,6,2072,RST,0
10.206.170.188,10.187.150.175,24502,143,6,4455,URG,1
10.248.251.218,10.86.72.109,15698,23,17,1865,PSH,0
10.254.92.114,10.249.15.237,60580,445,6,3789,FIN,1
10.27.49.132,10.158.155.243,55311,20,6,2488,RST,0
10.172.89.21,10.4.201.106,36756,8080,6,3420,PSH,0
10.236.135.223,10.193.114.7,14902,445,17,553,RST,1
10.28.122.235,10.234.246.19,46368,21,6,4447,ACK,0
10.227.240.119,10.198.188.12,57232,143,17,2003,FIN,0
10.37.99.66,10.5.9.76,3375,443,17,4208,URG,1
10.172.144.217,10.218.32.183,40443,143,6,1950,URG,1
10.152.157.104,10.104.89.24,25442,143,6,2705,RST,0
10.153.81.9,10.166.20.103,21631,80,17,4288,RST,0
10.182.192.165,10.95.240.57,9504,443,17,3543,FIN,0
10.166.51.126,10.65.35.157,15022,143,6,512,FIN,0
10.25.221.56,10.183.99.51,45708,22,6,914,RST,0
10.20.39.73,10.47.62.5,46644,110,17,607,FIN,0
10.105.30.66,10.234.123.243,11012,53,6,2181,RST,1
10.128.212.170,10.108.140.142,47501,20,6,3917,RST,0
10.236.65.132,10.224.119.165,10739,25,6,249,ACK,1
10.112.83.41,10.107.199.169,55927,443,6,124,UDP,0
10.191.137.194,10.70.102.48,11953,80,6,2886,FIN,0
10.219.42.80,10.47.217.157,29628,445,17,573,SYN,0
10.53.48.35,10.146.230.205,40421,20,17,2901,ACK,0
10.157.25.37,10.119.217.205,29949,443,17,1282,ACK,1
10.124.18.153,10.123.150.180,61836,80,17,4370,URG,0
10.171.156.255,10.207.114.62,18798,143,6,3944,URG,0
10.43.183.245,10.24.207.142,36336,20,6,1287,ACK,0
10.170.55.199,10.84.82.108,25510,20,6,3116,FIN,0
10.132.38.2,10.33.104.243,13231,80,6,2941,URG,0
10.108.203.163,10.32.96.63,40454,22,6,3219,SYN,1
10.123.248.251,10.123.33.185,16879,445,6,4509,FIN,1
10.249.205.73,10.37.204.225,21822,21,6,3232,PSH,1
10.194.75.99,10.172.123.174,50881,23,6,3843,SYN,0
10.47.232.64,10.197.130.134,42847,445,6,1095,RST,1
10.143.200.233,10.191.229.251,9122,53,17,3247,RST,1
10.71.156.164,10.177.249.97,49354,8080,6,590,URG,0
10.114.0.194,10.89.5.10,58319,445,6,2508,URG,0
10.58.59.34,10.218.123.252,36623,3389,17,2754,ACK,0
10.52.175.117,10.1.12.164,52335,110,6,3423,URG,0
10.176.81.70,10.130.61.17,36219,80,6,2728,URG,0
10.173.168.111,10.235.207.120,43457,25,6,4254,FIN,0
10.82.126.248,10.235.224.174,59761,443,17,4968,SYN,1
10.93.71.70,10.218.56.101,26044,445,17,2373,SYN,0
10.174.254.188,10.157.230.83,12879,53,17,3309,RST,0
10.54.177.196,10.12.101.149,28015,25,6,4853,FIN,1
10.231.172.78,10.164.70.251,28136,22,17,3848,URG,0
10.103.46.152,10.225.122.202,23355,53,6,2933,SYN,1
10.154.142.168,10.175.253.177,6129,445,6,2212,UDP,0
10.217.57.96,10.81.134.201,11023,25,17,2108,URG,1
10.155.251.146,10.78.122.10,41939,3389,6,1160,URG,0
10.84.142.26,10.116.146.122,10922,22,17,2302,FIN,1
10.29.100.70,10.154.26.132,48814,21,17,3937,SYN,1
10.113.233.220,10.231.27.85,65142,80,17,2596,RST,0
10.214.64.3,10.219.239.130,6134,443,6,1856,FIN,0
10.215.174.91,10.137.1.59,36808,445,6,4089,UDP,0
10.77.132.143,10.131.234.163,38593,8080,17,605,ACK,0
10.247.56.87,10.16.167.139,30325,23,17,4635,PSH,0
10.189.108.13,10.199.234.81,26948,23,17,3485,ACK,0
10.83.209.84,10.166.207.116,56102,80,6,2913,UDP,1
10.8.72.77,10.17.146.113,37883,123,6,2055,UDP,0
10.81.59.48,10.66.69.23,18735,20,17,3268,URG,0
10.75.244.27,10.60.81.154,9484,123,17,3093,SYN,0
10.53.92.141,10.57.203.206,43652,21,6,3032,URG,0
10.147.127.86,10.226.242.188,26039,143,6,2905,ACK,0
10.39.247.49,10.110.97.196,47876,143,6,1843,FIN,0
10.78.105.169,10.233.147.228,20917,23,17,299,FIN,0
10.28.252.144,10.155.25.19,32516,25,17,3879,URG,0
10.160.231.155,10.224.212.203,36230,143,6,1089,ACK,0
10.87.47.230,10.92.248.174,54401,445,17,4387,SYN,0
10.133.183.217,10.238.198.223,51249,143,6,2339,SYN,0
10.24.99.255,10.20.216.44,53103,80,6,2087,FIN,0
10.23.220.185,10.181.171.82,22451,8080,6,2549,SYN,0
10.245.113.163,10.180.139.112,43164,20,17,3554,RST,0
10.195.140.197,10.151.162.50,16926,110,6,1265,SYN,1
10.97.186.240,10.71.206.220,29916,110,6,1670,RST,0
10.195.26.209,10.193.57.109,40769,25,17,4581,RST,0
10.171.62.101,10.184.57.188,37218,25,17,692,FIN,0
10.186.201.185,10.169.167.69,43979,8080,17,1226,PSH,0
10.239.66.157,10.168.96.4,16878,21,6,3466,URG,0
10.18.146.247,10.84.225.114,23853,21,6,656,RST,0
