src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,label,feature_92
10.233.114.78,10.172.237.6,18170,8080,6,3315,URG,9217.667,5285.149,8010.554,6489.945,8218.728,6059.082,926.349,2796.202,9628.989,9497.058,7459.907,3020.222,2441.214,3598.822,6820.34,8114.058,8064.629,8088.309,5214.276,754.157,7463.174,678.869,9338.419,2540.348,6141.367,6209.644,3770.504,5812.485,1290.347,3957.6,5641.512,626.405,1678.733,875.579,6380.591,8178.215,1253.113,4905.593,1910.127,5527.381,6424.513,9952.383,6551.097,237.454,6354.772,1177.58,1469.781,2265.916,8947.326,7840.173,6959.496,8570.911,6733.788,1423.052,2891.176,1704.177,5748.701,7264.831,1263.57,270.547,250.145,4501.843,1487.471,702.795,1281.24,4325.181,5301.832,770.594,699.893,4435.88,3126.152,4952.05,3944.884,5336.48,8835.11,4740.964,9442.53,9778.213,8640.481,9543.823,722.27,8537.432,8762.32,184.629,2189.084,6822.65,9385.825,6686.24,7447.073,9933.424,7501.848,0,7731.724
10.194.130.151,10.100.174.19,31272,143,2,3723,PSH,2121.823,5961.365,9558.098,8360.917,7417.736,1308.777,7952.364,1392.336,5994.705,7523.889,3752.243,9467.065,7361.029,8305.601,6402.747,5355.638,5643.947,408.526,513.204,3993.87,6446.172,8375.743,3373.944,4054.984,6824.488,8903.096,2349.951,1734.053,6973.048,1703.458,9741.602,5874.971,6523.521,9749.3,2485.061,7453.088,4542.079,2283.897,5322.992,8110.413,4424.014,271.601,4132.891,6338.695,6535.022,825.262,2846.722,7156.043,5935.378,3825.263,2913.297,5059.778,5435.021,7275.196,955.067,7862.312,6572.361,2318.941,4212.157,8028.499,8304.823,6303.644,9243.032,9444.1,5646.667,1086.955,1582.911,4266.613,9214.035,6455.429,675.828,83.813,5542.436,2465.25,4269.751,4671.808,4704.893,9002.725,1409.514,4714.163,9061.594,108.804,5.998,8492.783,7230.329,6781.056,2791.157,1504.872,3399.133,3120.211,8076.792,1,5060.102
10.14.187.169,10.36.30.131,12772,80,6,2060,UDP,1355.17,774.132,8650.515,4203.872,9371.069,4748.554,7461.921,2440.587,2233.614,505.462,6527.656,2600.0,3090.441,8491.936,7714.925,116.178,6188.465,2434.676,4155.038,3068.624,1321.403,6086.089,8946.821,7459.587,4707.298,547.757,7534.447,3021.433,9992.443,4920.212,7363.813,201.232,6662.476,9275.54,6326.622,8172.592,7675.961,7680.803,372.634,7742.149,7918.025,2743.804,2009.77,3114.383,4119.372,3361.329,3687.647,7635.898,4983.809,9958.066,8127.071,5318.888,3663.984,5908.349,7898.128,6247.972,1497.937,1388.67,1802.472,2319.827,5474.019,4727.735,2201.088,9086.382,3418.225,5713.482,145.958,3393.453,936.417,5536.846,8335.196,99.693,3045.616,6981.231,8114.627,5621.347,169.716,5307.576,4565.037,3950.328,8587.643,7485.016,3728.845,9069.335,58.561,120.806,7973.675,5597.703,253.172,5853.307,6292.579,1,9246.19
10.233.36.153,10.158.86.195,42662,123,2,1396,PSH,9075.241,3660.127,6012.554,9925.052,4661.657,3440.715,5931.25,7754.668,4665.522,5826.442,1120.414,8305.893,2311.037,3047.021,3859.412,7003.236,3820.904,9280.834,3194.385,3222.91,8757.01,4812.691,9266.432,5264.039,5617.637,8991.204,1448.0,2510.334,4908.705,8449.904,7298.383,1507.808,4093.037,4975.959,4629.611,7881.206,9172.651,843.781,9005.246,9193.813,5801.11,3240.288,1443.982,1938.927,1238.488,7582.649,5156.121,2253.293,9841.706,8107.311,1553.733,7773.895,6445.185,8466.753,4971.476,2680.068,5663.061,8523.451,3413.503,5685.458,7073.864,1942.284,5928.82,8830.375,6936.462,8015.433,752.51,1508.935,9588.909,6737.681,8604.0,2173.915,6407.292,1685.047,6519.309,909.097,4364.096,2581.306,8727.959,1238.628,3834.69,1513.138,4058.845,9188.103,502.615,696.715,7042.018,4282.091,2088.514,2722.16,14.093,1,6583.08
10.241.30.227,10.96.97.63,20889,8080,6,3468,SYN,6556.674,7399.537,1809.562,9214.307,2826.379,8724.352,2376.341,3444.505,9009.216,5558.507,4366.772,89.135,5313.644,3381.474,9292.456,3032.295,5410.297,5867.897,3585.375,9092.245,7586.524,7257.729,4231.96,8764.603,2400.551,8737.627,3305.27,4450.42,850.176,8709.535,3536.466,3444.898,3165.488,8734.235,1595.65,9922.48,2988.763,4974.478,8147.336,4143.848,5368.287,2754.884,5424.112,6249.716,4478.377,2147.598,9048.738,163.984,1340.722,6492.047,7146.5,7619.614,911.45,7028.015,3235.544,7041.676,223.761,7735.837,5679.437,1161.183,3867.548,458.327,4632.962,5871.533,7391.928,1081.657,6181.643,3072.179,7800.755,5749.23,438.394,2005.129,2906.503,978.496,4958.058,5983.422,9085.536,1278.005,3626.743,6838.697,744.169,424.697,1046.503,2672.369,3154.148,9662.456,2278.018,6784.874,1579.487,669.245,4393.924,1,4974.363
10.134.38.176,10.173.157.12,7175,8080,6,2429,FIN,9012.846,7139.571,3385.161,7484.888,4078.969,704.65,3683.328,6875.24,4769.438,9127.127,3924.056,7010.275,1678.172,3896.809,1744.454,2726.008,8771.624,9290.113,1345.26,9144.656,3728.764,2495.923,631.197,4437.692,4614.498,5143.208,7324.777,3810.66,2019.046,2512.715,1942.049,3534.784,9056.007,3150.473,1388.891,8052.707,9848.013,1970.528,7409.312,3288.283,2761.608,6337.366,8686.246,2832.329,7030.38,2279.297,4459.257,2820.884,9044.273,7512.859,7297.413,9949.957,2511.635,48.92,1406.076,9779.194,6426.469,1280.608,5195.042,7012.402,7605.382,5079.356,1113.494,6482.88,4282.544,2101.931,4310.553,7372.589,5103.656,104.789,1438.102,3918.249,4675.143,612.178,5240.029,2872.682,2761.802,4997.036,4607.834,8116.79,8584.063,3280.336,6681.898,4265.382,250.522,5422.881,7244.534,5981.544,1278.203,6794.343,8288.837,1,7192.294
10.153.61.236,10.38.186.75,44835,21,6,3803,FIN,2973.858,9256.372,8129.645,3207.302,3868.535,1403.001,8922.299,1592.253,3752.863,1166.389,9263.547,6389.201,6008.794,8657.538,163.815,3856.007,8000.149,9578.521,5904.998,3236.109,3880.077,6044.129,9929.802,5874.133,4995.328,4437.397,2441.776,4309.787,7528.732,1168.242,6495.857,3767.62,6687.858,7559.603,7258.362,6071.651,3479.948,4693.339,8872.83,6121.769,5111.598,7728.391,1111.609,795.961,6600.434,1751.025,9071.973,4501.268,5272.971,364.792,523.919,4935.703,9252.838,1572.58,7003.324,6962.888,9269.91,8954.309,1298.673,6019.959,9422.969,9386.234,4473.185,8183.029,6532.128,7225.181,823.562,5778.223,6729.647,7720.415,6416.375,9959.003,7560.841,5470.922,6550.133,8850.865,7466.424,2305.456,8976.92,2231.336,763.308,2954.359,5335.72,5682.059,6437.039,7024.878,1500.59,850.846,2765.854,923.853,8485.583,1,3216.462
10.239.200.212,10.63.238.131,47,123,6,3232,PSH,8370.488,2438.192,6600.972,6310.422,3685.111,5430.185,6173.784,6766.835,7042.139,3394.419,7021.164,6566.578,9407.457,7732.583,6201.764,7252.102,98.335,9111.161,399.224,1119.028,344.548,6933.746,332.556,4682.703,4992.574,4006.512,5006.858,9708.63,8344.34,2549.985,2513.384,2174.833,8496.307,2343.118,5140.233,4137.755,381.028,2380.124,1693.727,7979.006,1414.01,703.005,9186.756,8491.69,5914.167,5549.399,9052.734,639.599,9671.947,1922.343,6474.752,1617.55,1408.796,9219.095,966.678,2773.458,1973.363,4107.892,4736.225,5329.704,160.934,2881.158,861.815,5440.601,9378.389,7708.564,6092.176,5584.417,8621.501,5136.09,3147.228,8487.434,1825.347,6213.557,459.413,2309.071,1151.477,5397.782,4912.815,4226.087,689.594,3311.163,5815.443,58.42,9584.984,5928.17,883.386,8284.977,5478.559,4419.189,8249.514,1,6992.909
10.43.204.173,10.34.41.30,44198,25,17,4591,RST,1534.705,5376.502,3961.884,7295.152,2292.955,4269.575,1988.382,2948.462,7178.024,1239.39,4648.289,5230.5,4611.448,2191.329,8093.451,4049.274,9223.909,3309.665,9157.923,5938.004,8393.389,2403.679,8545.26,9030.22,7757.55,1538.935,9271.105,3561.479,4791.199,7869.757,2177.533,828.169,2510.211,8702.053,7651.318,7568.418,3032.946,7144.485,1750.58,5840.723,9766.618,9150.521,4150.849,904.091,9622.345,4000.346,4735.497,3890.885,655.399,7321.101,3528.288,9609.39,6089.019,2666.452,2614.669,381.222,8861.685,6132.258,8883.742,1749.739,8877.231,2397.44,3346.147,6401.68,4753.165,8862.737,7069.124,6.661,5438.631,2275.518,5131.358,6913.485,3228.787,8002.987,4867.393,6549.443,1767.071,8475.257,361.774,5043.23,9013.848,6863.0,7171.306,5196.516,6465.742,2045.626,8805.026,3613.23,3106.493,1653.281,9666.042,1,2449.761
10.32.133.70,10.164.99.215,17357,22,6,4212,URG,7399.715,247.432,5163.791,4573.263,2674.617,2507.873,7199.636,1760.89,3156.694,6259.629,3297.107,9308.335,9824.542,9167.469,2340.983,3545.343,8547.381,3113.854,364.274,2577.961,699.281,6253.18,2489.258,8879.665,4952.618,2815.769,1783.805,212.51,8271.227,7521.766,3741.956,2968.677,2970.122,537.839,5440.13,9970.229,6844.623,6371.221,1580.257,1350.465,8648.981,6242.207,1274.912,6740.549,6133.65,4646.699,9400.45,634.151,1506.703,6155.507,604.714,3854.586,2084.191,1940.263,1063.931,2064.811,3836.759,7206.938,9834.803,6832.687,1691.022,7956.759,8725.463,5364.031,2082.951,5843.108,6873.941,6586.607,7882.801,9303.054,658.088,8469.802,3728.671,1114.026,8114.35,4983.761,3534.696,7184.29,4348.403,3796.566,8434.774,1256.113,4428.503,9215.105,4638.879,9439.715,3740.322,9611.915,1589.573,6131.141,284.95,0,7623.064
10.228.63.28,10.34.56.197,9875,445,17,1080,PSH,931.654,8747.313,5782.183,6242.178,3213.591,3381.815,8447.871,356.372,2920.393,7883.423,2364.648,1446.092,7601.354,7857.222,4122.034,9574.319,3415.107,7716.388,899.785,5524.208,3519.749,3856.768,5646.141,2704.331,7814.368,7924.379,819.452,8186.069,7494.007,4736.256,4036.193,422.709,1232.279,3688.371,6638.982,5539.409,6455.104,7088.853,9795.507,882.332,7215.456,1766.059,6797.011,8900.424,3562.587,7891.488,7791.751,1732.46,1356.071,1281.516,9344.476,9433.907,5341.838,9664.9,3110.735,1518.427,88.53,7242.18,1662.432,9710.164,5390.62,6381.056,5294.263,6811.615,6005.619,1011.659,6381.765,4525.208,9693.933,2642.545,2238.763,8732.818,5553.324,1662.439,4457.84,4663.534,3122.857,3738.046,7615.117,5276.012,7879.866,6528.268,6459.249,6476.382,2773.377,7474.82,3516.456,5709.194,5413.688,8336.288,1153.531,0,3045.027
10.60.174.92,10.127.71.185,15766,123,17,4961,UDP,3814.595,6187.166,1066.113,2689.572,3908.74,627.643,560.79,9290.276,6017.768,6456.581,7092.69,2072.304,7027.98,8055.664,7177.188,8808.432,7946.043,5373.005,8984.425,8186.236,9524.08,9178.174,2500.857,8048.13,9533.436,994.256,5912.824,200.336,9957.182,2933.777,3558.431,6453.847,9958.853,4618.948,6770.696,5955.549,3378.202,7989.181,1478.184,9787.379,7194.883,3703.206,3619.389,5257.177,4607.483,3097.212,4340.279,7005.041,6741.267,6353.187,3777.012,3335.577,6899.196,590.155,8054.576,7329.005,7374.627,4505.442,6844.367,3057.794,3429.905,596.69,3249.421,4361.326,7232.859,2800.714,8946.46,652.539,1218.009,4353.854,3334.411,9663.763,383.613,4507.399,6262.613,8019.569,6268.64,603.544,7385.488,6704.178,8152.981,2850.585,7627.95,8946.122,8893.599,8109.656,414.639,4767.634,2337.181,1059.414,8289.463,0,5778.345
10.82.189.110,10.45.97.209,3225,53,2,1259,UDP,9186.054,7985.19,93.125,3601.883,8677.229,7126.713,2991.5,1926.705,1223.754,701.945,3843.404,2454.249,731.847,7590.194,7752.761,1736.931,4390.696,9160.434,2383.292,9588.081,4638.847,4311.382,4818.7,3760.443,5101.615,9977.055,3460.085,6243.094,9266.029,250.125,1747.22,3659.343,3384.76,6432.226,8632.887,7331.446,2987.982,5772.002,3632.453,4665.673,8227.086,3102.836,9399.851,7598.718,7585.163,5254.72,71.38,2884.597,4644.719,8036.158,2696.366,9774.508,9790.874,2915.277,3600.019,8826.415,7127.949,5521.76,6716.225,1892.159,8223.675,671.968,8217.805,1813.505,9726.413,2031.478,1036.81,4267.249,8506.24,3351.099,1228.586,7265.083,6091.28,4992.42,4529.781,439.707,2148.073,8092.068,6563.7,3596.688,7597.11,8132.744,507.909,8259.813,8280.608,7235.152,5981.983,1590.929,432.368,9337.693,6840.18,0,5003.846
10.183.120.213,10.159.129.86,23792,445,2,4429,FIN,9607.309,5826.333,7720.786,4346.331,7581.644,7943.128,8816.859,6986.94,8269.968,4110.663,2508.351,5726.342,1074.366,9422.752,4906.939,6381.348,8052.535,3278.35,5603.299,729.403,8605.105,3229.547,771.218,8243.425,9817.77,9169.735,8271.641,611.658,433.045,3904.06,5312.571,8567.565,9410.033,3152.722,4589.43,7606.24,6555.407,5952.483,1115.872,1978.728,1232.075,7976.76,8171.229,8969.232,4450.399,8908.051,9257.871,31.104,5508.896,7679.225,8321.509,2345.209,3852.139,8711.299,4397.82,8854.336,6829.254,56.765,7475.015,6468.322,4586.708,9979.304,2238.13,865.913,6248.296,7609.543,160.637,7696.387,5737.829,4709.649,8049.708,6734.428,8870.959,3677.67,4789.072,435.416,7202.114,1428.953,9274.555,2180.172,9143.658,57.909,6211.95,6493.331,155.715,3323.794,5500.664,8357.006,2502.953,7483.309,1185.841,1,7923.604
10.147.145.191,10.188.134.135,32837,53,2,1915,FIN,9207.827,999.584,5465.845,4308.833,3714.967,231.942,5585.932,6076.691,6131.384,9242.392,9259.366,2106.511,3408.608,2985.09,9739.387,3173.83,2426.66,4718.161,2967.625,9753.956,5566.079,5920.535,2370.83,9723.88,4734.206,3000.286,7396.947,6400.817,5542.875,6726.373,1226.97,9986.165,2899.04,8127.203,7383.291,3712.826,836.723,136.488,2937.125,4015.388,2063.461,4879.991,4467.724,8243.608,2881.694,5306.153,1396.623,9756.285,2317.807,4168.907,4146.487,7021.939,9192.771,1498.233,6565.772,3750.926,9190.477,7552.878,2169.492,6415.755,7872.694,2031.858,3309.731,8203.914,8732.039,1969.129,6626.905,3163.036,3916.39,8641.809,9970.934,873.741,9882.851,7791.383,5965.078,5601.375,4693.603,9087.498,8284.073,4178.738,4095.177,5587.823,4092.097,6305.42,3027.511,9194.847,7003.241,3014.772,9630.784,8924.971,3565.925,1,2028.879
10.141.81.143,10.83.155.0,24462,443,2,3248,URG,1405.849,2663.136,532.213,1063.553,5424.394,5297.306,7996.6,9546.507,5608.108,3386.058,9624.968,6199.779,275.998,5389.354,7125.509,7113.081,8581.265,2636.841,3517.452,8740.279,1422.693,4027.116,1896.314,5210.501,5288.44,2750.791,8528.038,2509.714,3339.279,5660.246,2760.365,9834.383,7350.208,390.413,7113.214,4367.32,70.571,6929.834,9650.1,7976.456,4234.127,2931.335,2617.411,5000.745,274.004,4889.449,4304.965,8700.047,7174.262,2960.622,7021.899,1059.907,6506.005,4556.785,3503.174,3107.979,2403.017,7958.149,5061.195,7719.152,8203.383,6941.89,715.125,3088.338,1678.929,1791.567,8653.802,4820.624,8130.363,7235.938,3128.399,7906.032,175.979,6176.828,6555.206,5588.045,4245.781,45.404,4243.302,9221.338,7470.917,8192.713,6366.05,3830.655,4004.898,6416.922,2555.84,5742.707,8720.256,1045.884,3519.828,1,7809.152
10.254.114.221,10.250.66.51,59491,143,17,1024,URG,1963.255,8218.718,4989.695,3006.272,3248.909,7580.111,5163.02,1972.623,4340.497,1092.106,1682.115,1516.569,8811.939,642.408,5178.675,2857.292,1132.123,5331.37,8325.796,2917.751,8403.674,8809.907,7328.716,4433.615,5845.207,442.902,3027.049,9105.547,16.913,1081.903,6891.753,3371.409,3792.659,5835.061,3457.102,2763.786,9227.477,9924.324,2865.179,5203.601,7962.873,2630.891,5157.943,7434.566,2429.404,8744.262,5490.322,5852.687,691.928,7411.392,5614.39,9043.112,281.829,5198.242,7500.33,8805.503,7317.486,8457.745,8914.921,2600.056,6841.891,7984.538,8539.121,9954.455,956.122,890.337,8890.263,8589.587,4771.438,5318.665,5560.488,3532.417,4756.749,4211.707,6570.292,4842.746,397.817,3982.827,7495.647,717.742,9470.604,1380.647,5875.383,1564.903,1179.39,2978.103,314.995,3481.925,9925.325,9146.556,8649.046,1,4608.24
10.168.244.224,10.149.41.15,56171,25,1,1915,PSH,7013.646,310.099,2327.27,3932.385,7934.836,9003.085,4746.862,3217.35,5755.453,6914.032,1957.457,2927.111,9926.579,1671.629,3828.46,8011.383,6147.352,12.43,9247.241,3139.981,8204.012,9985.529,9228.846,7214.932,1901.697,5566.922,2164.632,1299.149,7784.358,3254.718,6301.569,8467.992,559.194,4433.536,4540.942,3698.431,5944.982,336.866,3744.42,6022.131,1717.015,9941.879,6054.974,2780.182,9066.274,9236.079,6398.782,4597.121,1243.962,5092.707,2561.234,1861.545,7065.45,5299.393,1072.373,8767.837,6181.79,2917.529,4523.993,522.799,6007.795,737.113,9500.555,9037.483,1829.594,8944.371,199.732,9881.223,9060.325,6977.927,8129.062,5606.281,1593.392,1491.306,2631.347,1162.314,4903.737,8654.975,7519.894,1617.331,9118.343,5496.183,6937.477,7343.958,6605.326,2190.406,2684.476,6573.809,6346.607,4841.438,7361.168,0,3902.337
10.21.23.161,10.76.120.51,51894,80,1,1110,RST,7649.625,7664.021,5982.216,5023.436,8189.143,8095.896,7399.857,3656.321,7646.358,9627.585,904.761,5433.336,7492.829,4876.948,9873.755,2247.569,7096.274,6198.491,8424.226,1387.98,6941.846,555.415,8465.912,1351.877,3343.18,2058.765,3550.992,8183.114,6276.767,6676.352,5699.783,3493.122,6576.129,3330.618,2922.973,2802.776,291.919,343.762,3419.599,8333.805,4336.97,9489.966,6525.852,5962.952,331.408,2655.107,7640.303,5472.809,4989.799,8565.988,9532.94,5623.035,1834.599,9737.125,3530.135,8883.83,2718.223,3836.638,8262.354,2683.03,7753.89,5023.105,9278.581,8557.661,2227.261,3178.732,8321.986,3613.924,5019.852,7222.355,9994.758,7869.995,3389.291,4553.524,2766.305,3881.175,5866.275,7362.378,2063.38,2452.872,1125.773,9216.349,6058.916,8142.514,6461.987,6949.63,3067.637,4477.245,3804.247,8202.7,1646.824,0,5235.644
10.84.169.138,10.28.193.114,17803,21,6,3259,ACK,5936.437,93.366,540.143,2160.592,2228.469,6278.326,3391.003,7370.548,9798.318,5916.657,6475.628,1893.609,5275.782,1624.865,8969.693,351.903,3687.397,2465.857,5554.922,7575.433,3111.631,4132.926,8553.675,1540.315,7250.422,848.412,5356.281,4204.886,8502.654,544.723,9227.032,5039.44,3525.418,7839.047,4011.606,9801.589,9444.498,1564.216,8799.816,671.697,6920.539,8597.571,74.773,5261.755,3333.071,3589.751,8613.647,626.633,8026.613,9748.763,2946.967,9216.047,9502.814,4646.825,5926.01,5794.133,1651.641,897.848,2212.237,9813.096,2290.171,693.578,716.293,908.14,9022.257,6895.177,8770.861,6678.057,3257.415,7649.544,393.542,3335.084,7857.553,8815.319,983.538,9766.402,9018.765,9611.543,6141.906,5269.482,5694.033,5598.822,1085.108,5358.129,6755.111,9351.676,7434.433,1716.779,3562.919,3671.053,8625.938,0,6687.109
10.125.35.191,10.9.13.233,226,20,17,874,FIN,9428.995,3004.367,7273.417,5890.448,7801.645,1850.099,2915.347,1721.646,9148.398,3098.114,3402.958,7037.188,8817.171,8804.7,318.935,2728.436,4441.421,1402.161,5118.764,8094.946,6496.411,4825.628,8156.249,112.475,3194.286,2024.583,6423.001,2652.284,2852.471,5741.268,5608.275,2624.039,3529.362,631.86,1554.251,7170.544,9715.876,2620.93,1478.478,2380.596,1974.718,4062.737,494.662,9788.548,4211.793,8425.665,740.071,2857.677,5559.297,7671.725,4273.571,9369.011,1625.029,2206.827,5804.451,1934.346,9879.841,6169.957,7854.33,9406.336,1324.647,8642.964,9857.551,4042.72,6463.063,1050.919,6910.621,523.315,8658.823,7410.408,7735.829,4627.325,6752.027,5482.272,9312.843,317.099,1750.721,6937.003,6711.676,5964.538,2863.609,9571.629,0.781,2735.216,5479.653,8632.851,194.764,4770.033,8270.248,4959.787,5474.96,1,7914.142
10.134.167.166,10.139.88.211,18062,443,6,2893,PSH,9994.319,1526.096,4521.768,1144.36,4361.154,4413.14,2117.143,1495.467,1102.036,9485.666,4848.511,2257.707,3871.822,7270.676,2648.076,2588.687,690.179,1565.893,9846.091,5437.031,3008.673,8206.567,224.049,3853.956,28.188,5842.862,3314.267,1939.138,2823.585,8603.924,1373.679,7311.555,2179.395,9453.722,1474.697,630.686,1746.802,2657.204,4426.188,9056.386,2380.599,9357.342,8580.524,4990.957,4889.586,5338.758,7208.587,3523.095,5871.439,4873.786,1576.069,3677.871,9471.917,1000.592,5108.781,4725.861,3107.979,6498.161,764.037,3823.904,9166.291,5490.14,6838.07,6807.426,2322.657,7525.873,7493.193,9981.345,4070.809,7594.002,5495.466,5199.055,8574.409,1927.552,4520.306,7498.398,2813.376,951.46,3089.85,9368.696,3072.559,2903.103,9475.642,8292.375,7894.76,218.179,941.029,5069.632,712.792,7054.826,6640.889,0,8806.039
10.81.144.93,10.185.60.175,9911,23,1,2663,FIN,6558.819,1497.389,7689.872,1990.402,5509.211,1527.964,3773.446,7119.273,1208.71,3100.804,4137.427,8219.413,4460.776,1291.714,6384.549,4192.012,5300.156,3460.629,8868.97,1794.628,2361.17,9822.268,6816.856,8467.354,7052.721,5999.088,1549.763,9442.252,8040.042,3678.371,8530.444,1488.629,3161.793,9175.608,6716.52,854.329,7979.945,8985.808,9189.862,1490.993,3518.498,7894.014,5135.823,3629.611,2234.293,5330.877,5996.408,5011.712,7024.124,1463.761,3543.996,6034.681,7396.924,9843.865,6236.086,7592.106,2029.106,9610.259,5575.843,5673.448,4067.563,5448.394,8123.99,6786.597,8921.649,858.988,4749.813,6361.026,1683.059,2100.731,8879.488,7037.285,3268.792,1305.106,8416.148,7254.247,8502.856,2558.656,5146.331,6590.387,712.311,2943.873,3267.95,8866.581,7830.32,278.062,4651.53,47.695,5241.638,7989.832,3678.982,1,7192.89
10.102.45.160,10.156.182.219,56434,53,6,2795,PSH,9929.345,616.525,5101.982,239.474,9001.41,1356.644,4987.066,5036.84,1692.516,8737.578,8586.289,7254.264,4635.34,8339.302,5581.212,7485.589,2951.764,8370.937,7625.566,165.05,7128.349,5117.427,2923.183,1932.287,4040.598,4193.614,1463.143,7673.458,9430.631,4801.9,4074.82,2033.055,1495.445,3959.13,3713.348,6014.089,4733.029,490.125,2041.239,6726.218,7461.776,3118.934,3305.457,7447.928,4634.319,9715.314,8493.617,4436.168,4893.9,3743.406,9481.658,1529.063,5429.963,5932.786,9041.614,7417.096,3358.898,2614.435,738.047,6525.463,3808.461,2162.761,4532.572,7459.042,6756.56,928.102,402.962,4311.026,3522.483,7924.45,2356.94,2765.622,1883.737,7413.635,6641.659,6204.307,2370.302,2337.35,7440.609,6567.411,3235.419,1918.834,5608.022,653.399,1578.207,9017.529,8135.005,8390.474,5569.126,3461.495,5162.938,1,590.259
10.40.72.199,10.237.214.133,38773,53,6,1858,URG,8900.456,5461.681,6564.816,1186.15,2307.92,348.924,6531.166,8784.846,123.598,8929.785,8906.765,4995.194,3600.653,4185.229,7839.026,3451.149,2258.513,27.267,3438.549,4785.663,2241.13,4302.721,8471.928,5255.955,6714.066,5626.985,9283.241,5885.037,3105.768,1617.821,9113.681,84.356,1722.735,2226.264,8067.002,1190.72,2225.1,5935.49,2974.925,2785.858,6540.559,8946.295,8426.272,5567.284,2097.863,8325.499,3489.662,6535.41,8527.477,8426.361,4178.023,3256.987,4189.345,7718.098,2603.839,3665.294,3092.863,4785.061,2603.574,6011.616,8813.905,2904.802,2265.045,540.644,3225.398,5518.259,5126.085,1908.697,3563.67,7892.238,7065.08,8908.04,129.428,8813.978,3940.451,9196.099,8531.303,9119.234,8839.36,1564.893,7529.772,3911.326,6593.274,38.462,5055.695,6610.221,7916.356,6998.807,9820.242,7502.344,2869.744,1,2132.546
10.207.211.158,10.224.249.59,1554,110,17,659,FIN,4644.632,4935.875,677.415,6558.841,7935.032,9689.885,1763.204,3071.494,9588.012,1526.284,3003.17,3609.616,5403.098,2508.17,1238.055,9580.939,8972.645,3362.476,2488.959,7580.935,8579.508,4129.138,5369.978,1448.357,7931.24,7337.692,8893.522,7379.735,1107.584,6680.355,6353.382,6175.459,725.051,3043.558,6883.016,4490.051,4336.824,1277.167,1236.193,5561.452,3626.131,3736.074,4675.838,1339.739,132.138,6769.354,2217.131,1967.859,587.67,5179.872,8373.106,4292.04,8543.362,7053.181,1880.016,7552.236,5573.639,3952.869,3118.059,4981.728,404.243,1497.041,729.94,3534.671,4654.478,4840.536,8469.209,1807.786,4781.787,9643.113,4069.071,6553.029,9152.089,5359.888,9088.626,1591.14,7597.407,2327.279,6268.276,7519.4,5972.7,970.968,3059.983,769.176,2319.906,5729.382,4544.087,8772.63,7565.054,877.723,436.29,0,4210.643
10.127.110.116,10.99.28.214,37646,445,6,2786,RST,6558.411,3963.027,2342.383,6449.493,3907.01,1873.726,136.543,8538.095,2140.586,1144.665,1770.707,5688.281,3339.948,3605.068,1664.213,8972.316,8895.036,5181.699,5404.976,5331.02,186.743,933.154,4846.315,3620.344,8269.25,3331.326,8446.26,9888.425,3209.806,5386.015,3496.865,3350.711,5688.445,9578.241,6880.245,6142.106,4275.353,1981.496,6685.946,1693.799,7750.678,2463.62,4321.781,9397.452,594.747,7176.179,616.808,9217.231,5771.641,9718.831,5528.988,3977.586,5039.728,211.687,3744.829,4945.536,6995.886,7777.296,6422.964,3671.216,5775.105,8006.777,1453.852,9648.018,8824.025,5968.51,3136.435,930.649,8478.057,1320.604,9876.062,2707.825,2901.738,8334.114,5128.722,3315.009,6960.038,4966.59,4309.147,7005.786,5399.042,1294.542,8531.296,4592.955,5482.097,9343.608,8286.71,1182.973,1432.896,2803.693,8301.554,0,4633.774
